_id,month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,z_town_flat,z_block,mo_change,cooling_strength,year,age_years,size_bin,age_bin,expected_price,price_residual,z_residual,price_shock_score,outlier_jump_score,market_defier_raw,market_defier_score,unexplainable_score,wtf_score,wtf_bucket,address,lat,lng
205473,2025-11-01,HOUGANG,4 ROOM,365D,UPP SERANGOON RD,13 TO 15,92.0,Model A,2018,91 years 04 months,850000.0,3.1924964472855493,2.087816964024769,-0.008064516129032251,0.008064516129032251,2025,7,"(80.0, 100.0]","(-0.001, 10.0]",605000.0,245000.0,2.5355635229335314,0.9310344827586207,1.0,0.02574593909101247,0.17277197099545544,0.8856254003110994,82.32,Valuers rubbed their temples,365D UPP SERANGOON RD,1.3696172281026975,103.89661279688431
204916,2025-11-01,HOUGANG,3 ROOM,364B,UPP SERANGOON RD,10 TO 12,67.0,Model A,2018,91 years 04 months,640000.0,3.525845831032608,2.3388966122911983,-0.008064516129032251,0.008064516129032251,2025,7,"(60.0, 80.0]","(-0.001, 10.0]",450000.0,190000.0,2.4889007155756255,1.0,1.0,0.028434240572843588,0.18266248085078543,1.0,87.74,Valuers rubbed their temples,364B UPP SERANGOON RD,1.3705143431995594,103.89713264251924
216803,2025-11-01,TOA PAYOH,4 ROOM,115C,ALKAFF CRES,10 TO 12,97.0,Model A,2020,94 years 02 months,1270000.0,2.552374507143641,1.4381761184748665,-0.008064516129032251,0.008064516129032251,2025,5,"(80.0, 100.0]","(-0.001, 10.0]",943500.0,326500.0,2.1537691884107186,1.0,1.0,0.020583665380190633,0.09234859708582542,1.0,86.39,Valuers rubbed their temples,115C ALKAFF CRES,1.3372284645853654,103.8728866464798
215834,2025-11-01,TAMPINES,5 ROOM,515A,TAMPINES CTRL 7,16 TO 18,110.0,DBSS,2008,82 years 02 months,1065000.0,3.223255496506309,1.6008768832167255,-0.008064516129032251,0.008064516129032251,2025,17,"(100.0, 130.0]","(10.0, 20.0]",812000.0,253000.0,1.626230268237245,0.9782608695652175,1.0,0.025993995939566986,0.16592433977016355,0.9543306703039756,85.59,Valuers rubbed their temples,515A TAMPINES CTRL 7,1.3569655834496785,103.93838300553074
215846,2025-11-01,TAMPINES,5 ROOM,520B,TAMPINES CTRL 8,13 TO 15,108.0,DBSS,2014,87 years 08 months,1054000.0,3.1386907574993326,2.3520370270489197,-0.008064516129032251,0.008064516129032251,2025,11,"(100.0, 130.0]","(10.0, 20.0]",812000.0,242000.0,1.5555246044008428,0.8985507246376812,1.0,0.02531202223789782,0.15819696041771042,0.7868764614185506,78.49,Valuers rubbed their temples,520B TAMPINES CTRL 8,1.3572663680451313,103.93966518525951
212978,2025-11-01,SENGKANG,4 ROOM,275C,COMPASSVALE LINK,13 TO 15,92.0,Premium Apartment,2009,82 years 08 months,845000.0,3.147859281869195,1.6617701187158924,-0.008064516129032251,0.008064516129032251,2025,16,"(80.0, 100.0]","(10.0, 20.0]",468000.0,377000.0,2.8454561451685474,0.782312925170068,1.0,0.025385961950558002,0.12868998657695596,0.6862745098039215,71.47,Interesting eyebrow-raiser,275C COMPASSVALE LINK,1.3832391618672943,103.89395992452927
213693,2025-11-01,SENGKANG,5 ROOM,217A,COMPASSVALE DR,07 TO 09,112.0,Premium Apartment,2017,90 years 07 months,1062000.0,4.01190275717825,2.0755551461273263,-0.008064516129032251,0.008064516129032251,2025,8,"(100.0, 130.0]","(-0.001, 10.0]",658000.0,404000.0,3.6917184090799986,1.0,1.0,0.032354054493372954,0.18492170878782832,1.0,87.77,Valuers rubbed their temples,217A COMPASSVALE DR,1.3893095037850145,103.89378365310552
216334,2025-12-01,TAMPINES,EXECUTIVE,856C,TAMPINES ST 82,10 TO 12,145.0,Apartment,1995,69 years,1180000.0,3.18868574769321,2.65092433347845,0.024390243902439046,0.0,2025,30,"(130.0, 200.0]","(20.0, 30.0]",710000.0,470000.0,4.0806134184533605,0.8352941176470586,1.0,0.0,0.0,0.8808966778680504,76.26,Valuers rubbed their temples,856C TAMPINES ST 82,1.3525051117653533,103.93758747910039
209272,2025-12-01,PUNGGOL,2 ROOM,405B,NORTHSHORE DR,13 TO 15,47.0,Model A,2021,94 years 06 months,451888.0,2.5950335409188865,1.496513997755727,0.024390243902439046,0.0,2025,4,"(40.0, 60.0]","(-0.001, 10.0]",310000.0,141888.0,2.6691032478927736,0.929567357941339,1.0,0.0,0.0,0.93012447593357,80.79,Valuers rubbed their temples,405B NORTHSHORE DR,1.416069777410513,103.90182826849718
205768,2025-12-01,HOUGANG,EXECUTIVE,221,HOUGANG ST 21,04 TO 06,148.0,Maisonette,1992,65 years 11 months,1450000.0,4.873513733305783,3.9865738234577432,0.024390243902439046,0.0,2025,33,"(130.0, 200.0]","(30.0, 40.0]",817000.0,633000.0,4.581429529305112,1.0,1.0,0.0,0.0,1.0,85.0,Valuers rubbed their temples,221 HOUGANG ST 21,1.356604532970394,103.88365060271866
